row_id,icd9_code,short_title,long_title
5125,501,Asbestosis,Asbestosis
5126,502,Silica pneumocon NEC,Pneumoconiosis due to other silica or silicates
5127,503,Inorg dust pneumocon NEC,Pneumoconiosis due to other inorganic dust
5128,504,Dust pneumonopathy NEC,Pneumonopathy due to inhalation of other dust
5129,505,Pneumoconiosis NOS,"Pneumoconiosis, unspecified"
5130,5060,Fum/vapor bronc/pneumon,Bronchitis and pneumonitis due to fumes and vapors
5131,5061,Fum/vapor ac pulm edema,Acute pulmonary edema due to fumes and vapors
5132,5062,Fum/vapor up resp inflam,Upper respiratory inflammation due to fumes and vapors
5133,5063,Fum/vap ac resp cond NEC,Other acute and subacute respiratory conditions due to fumes and vapors
5134,5064,Fum/vapor chr resp cond,Chronic respiratory conditions due to fumes and vapors
5135,5069,Fum/vapor resp cond NOS,Unspecified respiratory conditions due to fumes and vapors
5136,5070,Food/vomit pneumonitis,Pneumonitis due to inhalation of food or vomitus
5137,5071,Oil/essence pneumonitis,Pneumonitis due to inhalation of oils and essences
5138,5078,Solid/liq pneumonit NEC,Pneumonitis due to other solids and liquids
5139,5080,Ac pul manif d/t radiat,Acute pulmonary manifestations due to radiation
5140,5081,Chr pul manif d/t radiat,Chronic and other pulmonary manifestations due to radiation
5141,5082,Resp cond dt smoke inhal,Respiratory conditions due to smoke inhalation
5142,5088,Resp cond: ext agent NEC,Respiratory conditions due to other specified external agents
5143,5089,Resp cond: ext agent NOS,Respiratory conditions due to unspecified external agent
5144,5100,Empyema with fistula,Empyema with fistula
5145,5109,Empyema w/o fistula,Empyema without mention of fistula
5146,5110,Pleurisy w/o effus or TB,Pleurisy without mention of effusion or current tuberculosis
5147,5111,Bact pleur/effus not TB,"Pleurisy with effusion, with mention of a bacterial cause other than tuberculosis"
5148,51181,Malignant pleural effusn,Malignant pleural effusion
5149,51189,Effusion NEC exc tb,"Other specified forms of effusion, except tuberculous"
5150,5119,Pleural effusion NOS,Unspecified pleural effusion
5151,5120,Spont tens pneumothorax,Spontaneous tension pneumothorax
5152,5121,Iatrogenic pneumothorax,Iatrogenic pneumothorax
5153,5122,Postoperative air leak,Postoperative air leak
5154,51281,Prim spont pneumothorax,Primary spontaneous pneumothorax
5155,51282,Sec spont pneumothorax,Secondary spontaneous pneumothorax
5156,51283,Chronic pneumothorax,Chronic pneumothorax
5157,51284,Other air leak,Other air leak
5158,51289,Other pneumothorax,Other pneumothorax
5159,5130,Abscess of lung,Abscess of lung
5160,5131,Abscess of mediastinum,Abscess of mediastinum
5161,514,Pulm congest/hypostasis,Pulmonary congestion and hypostasis
5162,515,Postinflam pulm fibrosis,Postinflammatory pulmonary fibrosis
5163,5160,Pul alveolar proteinosis,Pulmonary alveolar proteinosis
5164,5161,Idio pulm hemosiderosis,Idiopathic pulmonary hemosiderosis
5165,5162,Pulm alveolar microlith,Pulmonary alveolar microlithiasis
5166,51630,Idiopath inters pneu NOS,"Idiopathic interstitial pneumonia, not otherwise specified"
5167,51631,Idiopath pulmon fibrosis,Idiopathic pulmonary fibrosis
5168,51632,Idio non-spec inter pneu,Idiopathic non-specific interstitial pneumonitis
5169,51633,Acute interstitial pneum,Acute interstitial pneumonitis
5170,51634,Resp brncio interst lung,Respiratory bronchiolitis interstitial lung disease
5171,51635,Idiopth lym interst pneu,Idiopathic lymphoid interstitial pneumonia
5172,51636,Cryptogenic organiz pneu,Cryptogenic organizing pneumonia
5173,51637,Desquamatv interst pneu,Desquamative interstitial pneumonia
5174,5164,Lymphangioleiomyomatosis,Lymphangioleiomyomatosis
5175,5165,Adlt pul Langs cell hist,Adult pulmonary Langerhans cell histiocytosis
5176,51661,Neuroend cell hyprpl inf,Neuroendocrine cell hyperplasia of infancy
5177,51662,Pulm interstitl glycogen,Pulmonary interstitial glycogenosis
5178,51663,Surfactant mutation lung,Surfactant mutations of the lung
5179,51664,Alv cap dysp w vn misaln,Alveolar capillary dysplasia with vein misalignment
5180,51669,Oth intrst lung dis chld,Other interstitial lung diseases of childhood
5181,5168,Alveol pneumonopathy NEC,Other specified alveolar and parietoalveolar pneumonopathies
5182,5169,Alveol pneumonopathy NOS,Unspecified alveolar and parietoalveolar pneumonopathy
5183,5171,Rheumatic pneumonia,Rheumatic pneumonia
5184,5172,Syst sclerosis lung dis,Lung involvement in systemic sclerosis
5185,5173,Acute chest syndrome,Acute chest syndrome
5186,5178,Lung involv in oth dis,Lung involvement in other diseases classified elsewhere
5187,5216,Ankylosis of teeth,Ankylosis of teeth
5188,5217,Intrin posteruptv color,Intrinsic posteruptive color changes
5189,52181,Cracked tooth,Cracked tooth
5190,52189,Dis hard tiss teeth NEC,Other specific diseases of hard tissues of teeth
5191,5219,Hard tiss dis teeth NOS,Unspecified disease of hard tissues of teeth
5192,5220,Pulpitis,Pulpitis
5193,5221,Necrosis of tooth pulp,Necrosis of the pulp
5194,5222,Tooth pulp degeneration,Pulp degeneration
5195,5223,Abn hard tiss-tooth pulp,Abnormal hard tissue formation in pulp
5196,5224,Ac apical periodontitis,Acute apical periodontitis of pulpal origin
5197,5225,Periapical abscess,Periapical abscess without sinus
5198,5226,Chr apical periodontitis,Chronic apical periodontitis
5199,5227,Periapical absc w sinus,Periapical abscess with sinus
5200,5228,Radicular cyst,Radicular cyst
5201,5229,Pulp/periapical dis NEC,Other and unspecified diseases of pulp and periapical tissues
5202,52300,"Acute gingititis, plaque","Acute gingivitis, plaque induced"
5203,52301,"Ac gingivitis,nonplaque","Acute gingivitis, non-plaque induced"
5204,52310,"Chronc gingititis,plaque","Chronic gingivitis, plaque induced"
5205,52311,Chr gingivitis-nonplaque,"Chronic gingivitis, non-plaque induced"
5206,52320,Gingival recession NOS,"Gingival recession, unspecified"
5207,52321,Gingival recess-minimal,"Gingival recession, minimal"
5208,52322,Gingival recess-moderate,"Gingival recession, moderate"
5209,52323,Gingival recess-severe,"Gingival recession, severe"
5210,52324,Gingival recession-local,"Gingival recession, localized"
5211,52325,Gingival recess-general,"Gingival recession, generalized"
5212,52330,Aggres periodontitis NOS,"Aggressive periodontitis, unspecified"
5213,52331,"Aggres periodontitis,loc","Aggressive periodontitis, localized"
5214,52332,"Aggres periodontitis,gen","Aggressive periodontitis, generalized"
5215,52333,Acute periodontitis,Acute periodontitis
5216,52340,Chronc periodontitis NOS,"Chronic periodontitis, unspecified"
5217,52341,"Chr periodontitis, local","Chronic periodontitis, localized"
5218,52342,"Chron periodontitis,gen","Chronic periodontitis, generalized"
5219,5235,Periodontosis,Periodontosis
5220,5236,Accretions on teeth,Accretions on teeth
5221,5238,Periodontal disease NEC,Other specified periodontal diseases
5222,5239,Gingiv/periodont dis NOS,Unspecified gingival and periodontal disease
5223,52400,Unspcf anomaly jaw size,"Major anomalies of jaw size, unspecified anomaly"
5224,52401,Maxillary hyperplasia,"Major anomalies of jaw size, maxillary hyperplasia"
5225,52402,Mandibular hyperplasia,"Major anomalies of jaw size, mandibular hyperplasia"
5226,52403,Maxillary hypoplasia,"Major anomalies of jaw size, maxillary hypoplasia"
5227,52404,Mandibular hypoplasia,"Major anomalies of jaw size, mandibular hypoplasia"
5228,52405,Macrogenia,"Major anomalies of jaw size, macrogenia"
5229,52406,Microgenia,"Major anomalies of jaw size, microgenia"
5230,52407,Excessive tuberosity-jaw,Excessive tuberosity of jaw
5231,52409,Oth spcf anmly jaw size,"Major anomalies of jaw size, other specified anomaly"
5232,52410,Unspcf anm jaw cranl bse,"Anomalies of relationship of jaw to cranial base, unspecified anomaly"
5233,52411,Maxillary asymmetry,"Anomalies of relationship of jaw to cranial base, maxillary asymmetry"
5234,52412,Other jaw asymmetry,"Anomalies of relationship of jaw to cranial base, other jaw asymmetry"
5235,52419,Spcfd anom jaw cranl bse,"Anomalies of relationship of jaw to cranial base, other specified anomaly"
5236,52420,Anomaly dental arch NOS,Unspecified anomaly of dental arch relationship
5237,52421,Malocc- Angle's class I,"Malocclusion, Angle's class I"
5238,52422,Malocc-Angle's class II,"Malocclusion, Angle's class II"
5239,52423,Malocc-Angle's class III,"Malocclusion, Angle's class III"
5240,52424,Open anterior occlusion,Open anterior occlusal relationship
5241,52425,Open posterior occlusion,Open posterior occlusal relationship
5242,52426,Excess horizontl overlap,Excessive horizontal overlap
5243,52427,Reverse articulation,Reverse articulation
5244,52428,Anom interarch distance,Anomalies of interarch distance
5245,52429,Anomaly dental arch NEC,Other anomalies of dental arch relationship
5246,52430,Tooth position anom NOS,Unspecified anomaly of tooth position
5247,52431,Crowding of teeth,Crowding of teeth
5248,52432,Excessive spacing-teeth,Excessive spacing of teeth
5249,52433,Horizontl displace-teeth,Horizontal displacement of teeth
5250,52434,Vertical displace-teeth,Vertical displacement of teeth
5251,52435,Rotation of teeth,Rotation of tooth/teeth
5252,52436,Insuf interocclusl-teeth,Insufficient interocclusal distance of teeth (ridge)
5253,52437,Exces interocclusl-teeth,Excessive interocclusal distance of teeth
5254,52439,Tooth position anom NEC,Other anomalies of tooth position
5255,5244,Malocclusion NOS,"Malocclusion, unspecified"
5256,52450,Dentofac funct abnor NOS,"Dentofacial functional abnormality, unspecified"
5257,52451,Abnormal jaw closure,Abnormal jaw closure
5258,52452,Limited mandibular ROM,Limited mandibular range of motion
5259,52453,Dev open/close mandible,Deviation in opening and closing of the mandible
5260,52454,Insuff anterior guidance,Insufficient anterior guidance
5261,52455,Centric occl intrcsp dis,Centric occlusion maximum intercuspation discrepancy
5262,52456,Nonwork side interfrnce,Non-working side interference
5263,52457,Lack post occlsl support,Lack of posterior occlusal support
5264,52459,Dentofac funct abnor NEC,Other dentofacial functional abnormalities
5265,52460,TMJ disorders NOS,"Temporomandibular joint disorders, unspecified"
5266,52461,Adhesns/ankylosis - TMJ,"Temporomandibular joint disorders, adhesions and ankylosis (bony or fibrous)"
5267,52462,Arthralgia TMJ,"Temporomandibular joint disorders, arthralgia of temporomandibular joint"
5268,52463,Articular disc disorder,"Temporomandibular joint disorders, articular disc disorder (reducing or non-reducing)"
5269,5180,Pulmonary collapse,Pulmonary collapse
5270,5181,Interstitial emphysema,Interstitial emphysema
5271,5182,Compensatory emphysema,Compensatory emphysema
5272,5183,Pulmonary eosinophilia,Pulmonary eosinophilia
5273,5184,Acute lung edema NOS,"Acute edema of lung, unspecified"
5274,51851,Ac resp flr fol trma/srg,Acute respiratory failure following trauma and surgery
5275,51852,Ot pul insuf fol trm/srg,"Other pulmonary insufficiency, not elsewhere classified, following trauma and surgery"
5276,51853,Ac/chr rsp flr fol tr/sg,Acute and chronic respiratory failure following trauma and surgery
5277,5186,Alrgc brncpul asprglosis,Allergic bronchopulmonary aspergillosis
5278,5187,Transfsn rel ac lung inj,Transfusion related acute lung injury (TRALI)
5279,51881,Acute respiratry failure,Acute respiratory failure
5280,51882,Other pulmonary insuff,"Other pulmonary insufficiency, not elsewhere classified"
5281,51883,Chronic respiratory fail,Chronic respiratory failure
5282,51884,Acute & chronc resp fail,Acute and chronic respiratory failure
5283,51889,Other lung disease NEC,"Other diseases of lung, not elsewhere classified"
5284,51900,Tracheostomy comp NOS,"Tracheostomy complication, unspecified"
5285,51901,Tracheostomy infection,Infection of tracheostomy
5286,51902,Tracheostomy - mech comp,Mechanical complication of tracheostomy
5287,51909,Tracheostomy comp NEC,Other tracheostomy complications
5288,51911,Acute bronchospasm,Acute bronchospasm
5289,51919,Trachea & bronch dis NEC,Other diseases of trachea and bronchus
5290,5192,Mediastinitis,Mediastinitis
5291,5193,Mediastinum disease NEC,"Other diseases of mediastinum, not elsewhere classified"
5292,5194,Disorders of diaphragm,Disorders of diaphragm
5293,5198,Resp system disease NEC,"Other diseases of respiratory system, not elsewhere classified"
5294,5199,Resp system disease NOS,Unspecified disease of respiratory system
5295,5200,Anodontia,Anodontia
5296,5201,Supernumerary teeth,Supernumerary teeth
5297,5202,Abnormal tooth size/form,Abnormalities of size and form of teeth
5298,5203,Mottled teeth,Mottled teeth
5299,5204,Tooth formation disturb,Disturbances of tooth formation
5300,5205,Heredit tooth struct NEC,"Hereditary disturbances in tooth structure, not elsewhere classified"
5301,5206,Tooth eruption disturb,Disturbances in tooth eruption
5302,5207,Teething syndrome,Teething syndrome
5303,5208,Tooth devel/erup dis NEC,Other specified disorders of tooth development and eruption
5304,5209,Tooth devel/erup dis NOS,Unspecified disorder of tooth development and eruption
5305,52100,Dental caries NOS,"Dental caries, unspecified"
5306,52101,Dental caries - enamel,Dental caries limited to enamel
5307,52102,Dental caries - dentine,Dental caries extending into dentine
5308,52103,Dental caries - pulp,Dental caries extending into pulp
5309,52104,Dental caries - arrested,Arrested dental caries
5310,52105,Odontoclasia,Odontoclasia
5311,52106,Dentl caries-pit/fissure,Dental caries pit and fissure
5312,52107,Dentl caries-smooth surf,Dental caries of smooth surface
5313,52108,Dental caries-root surf,Dental caries of root surface
5314,52109,Dental caries NEC,Other dental caries
5315,52110,Excessive attrition NOS,"Excessive attrition, unspecified"
5316,52111,Excess attrition-enamel,"Excessive attrition, limited to enamel"
5317,52112,Excess attrition-dentine,"Excessive attrition, extending into dentine"
5318,52113,Excessive attrition-pulp,"Excessive attrition, extending into pulp"
5319,52114,Excess attrition-local,"Excessive attrition, localized"
5320,52115,Excess attrition-general,"Excessive attrition, generalized"
5321,52120,Abrasion NOS,"Abrasion, unspecified"
5322,52121,Abrasion-enamel,"Abrasion, limited to enamel"
5323,52122,Abrasion-dentine,"Abrasion, extending into dentine"
5324,52123,Abrasion-pulp,"Abrasion, extending into pulp"
5325,52124,Abrasion-localized,"Abrasion, localized"
5326,52125,Abrasion-generalized,"Abrasion, generalized"
5327,52130,Erosion NOS,"Erosion, unspecified"
5328,52131,Erosion-enamel,"Erosion, limited to enamel"
5329,52132,Erosion-dentine,"Erosion, extending into dentine"
5330,52133,Erosion-pulp,"Erosion, extending into pulp"
5331,52134,Erosion-localized,"Erosion, localized"
5332,52135,Erosion-generalized,"Erosion, generalized"
5333,52140,Path resorption NOS,"Pathological resorption, unspecified"
5334,52141,Path resorption-internal,"Pathological resorption, internal"
5335,52142,Path resorption-external,"Pathological resorption, external"
5336,52149,Path resorption NEC,Other pathological resorption
5337,5215,Hypercementosis,Hypercementosis
5338,45340,Ac DVT/embl low ext NOS,Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity
5339,45341,Ac DVT/emb prox low ext,Acute venous embolism and thrombosis of deep vessels of proximal lower extremity
5340,45342,Ac DVT/emb distl low ext,Acute venous embolism and thrombosis of deep vessels of distal lower extremity
5341,45350,Ch DVT/embl low ext NOS,Chronic venous embolism and thrombosis of unspecified deep vessels of lower extremity
5342,45351,Ch DVT/embl prox low ext,Chronic venous embolism and thrombosis of deep vessels of proximal lower extremity
5343,45352,Ch DVT/embl dstl low ext,Chronic venous embolism and thrombosis of deep vessels of distal lower extremity
5344,4536,Embl suprfcl ves low ext,Venous embolism and thrombosis of superficial vessels of lower extremity
5345,45371,Ch emblsm suprfcl up ext,Chronic venous embolism and thrombosis of superficial veins of upper extremity
5346,45372,Ch DVT/embl up ext,Chronic venous embolism and thrombosis of deep veins of upper extremity
5347,45373,Ch emblsm up ext NOS,"Chronic venous embolism and thrombosis of upper extremity, unspecified"
5348,45374,Ch emblsm axillary veins,Chronic venous embolism and thrombosis of axillary veins
5349,45375,Ch emblsm subclav veins,Chronic venous embolism and thrombosis of subclavian veins
5350,45376,Ch embl internl jug vein,Chronic venous embolism and thrombosis of internal jugular veins
5351,45377,Ch embl thorac vein NEC,Chronic venous embolism and thrombosis of other thoracic veins
5352,45379,Ch emblsm veins NEC,Chronic venous embolism and thrombosis of other specified veins
5353,45381,Ac embl suprfcl up ext,Acute venous embolism and thrombosis of superficial veins of upper extremity
5354,45382,Ac DVT/embl up ext,Acute venous embolism and thrombosis of deep veins of upper extremity
5355,45383,Ac emblsm up ext NOS,"Acute venous embolism and thrombosis of upper extremity, unspecified"
5356,45384,Ac emblsm axillary veins,Acute venous embolism and thrombosis of axillary veins
5357,45385,Ac embl subclav veins,Acute venous embolism and thrombosis of subclavian veins
5358,45386,Ac embl internl jug vein,Acute venous embolism and thrombosis of internal jugular veins
5359,45387,Ac embl thorac vein NEC,Acute venous embolism and thrombosis of other thoracic veins
5360,45389,Ac embolism veins NEC,Acute venous embolism and thrombosis of other specified veins
5361,4539,Venous thrombosis NOS,Other venous embolism and thrombosis of unspecified site
5362,4540,Leg varicosity w ulcer,Varicose veins of lower extremities with ulcer
5363,4541,Leg varicosity w inflam,Varicose veins of lower extremities with inflammation
5364,4542,Varicos leg ulcer/inflam,Varicose veins of lower extremities with ulcer and inflammation
5365,4548,"Varic vein leg,comp NEC",Varicose veins of lower extremities with other complications
5366,4549,Asympt varicose veins,Asymptomatic varicose veins
5367,4550,Int hemorrhoid w/o compl,Internal hemorrhoids without mention of complication
5368,4551,Int thrombos hemorrhoid,Internal thrombosed hemorrhoids
5369,4552,Int hemrrhoid w comp NEC,Internal hemorrhoids with other complication
5370,4553,Ext hemorrhoid w/o compl,External hemorrhoids without mention of complication
5371,4554,Ext thrombos hemorrhoid,External thrombosed hemorrhoids
5372,4555,Ext hemrrhoid w comp NEC,External hemorrhoids with other complication
5373,4556,Hemorrhoids NOS,Unspecified hemorrhoids without mention of complication
5374,4557,Thrombos hemorrhoids NOS,Unspecified thrombosed hemorrhoids
5375,4558,Hemrrhoid NOS w comp NEC,Unspecified hemorrhoids with other complication
5376,4559,Residual hemorrhoid tags,Residual hemorrhoidal skin tags
5377,4560,Esophag varices w bleed,Esophageal varices with bleeding
5378,4561,Esoph varices w/o bleed,Esophageal varices without mention of bleeding
5379,45620,Bleed esoph var oth dis,"Esophageal varices in diseases classified elsewhere, with bleeding"
5380,45621,Esoph varice oth dis NOS,"Esophageal varices in diseases classified elsewhere, without mention of bleeding"
5381,4563,Sublingual varices,Sublingual varices
5382,4564,Scrotal varices,Scrotal varices
5383,4565,Pelvic varices,Pelvic varices
5384,4566,Vulval varices,Vulval varices
5385,4568,Varices of other sites,Varices of other sites
5386,4570,Postmastect lymphedema,Postmastectomy lymphedema syndrome
5387,4571,Other lymphedema,Other lymphedema
5388,4572,Lymphangitis,Lymphangitis
5389,4578,Noninfect lymph dis NEC,Other noninfectious disorders of lymphatic channels
5390,4579,Noninfect lymph dis NOS,Unspecified noninfectious disorder of lymphatic channels
5391,4580,Orthostatic hypotension,Orthostatic hypotension
5392,4581,Chronic hypotension,Chronic hypotension
5393,45821,Hemododialysis hypotensn,Hypotension of hemodialysis
5394,45829,Iatrogenc hypotnsion NEC,Other iatrogenic hypotension
5395,4588,Hypotension NEC,Other specified hypotension
5396,4589,Hypotension NOS,"Hypotension, unspecified"
5397,4590,Hemorrhage NOS,"Hemorrhage, unspecified"
5398,45910,Postphlbtc synd w/o comp,Postphlebetic syndrome without complications
5399,45911,Postphlebtc synd w ulcer,Postphlebetic syndrome with ulcer
5400,45912,Postphlebtc syn w inflam,Postphlebetic syndrome with inflammation
5401,45913,Postphl syn w ulc&inflam,Postphlebetic syndrome with ulcer and inflammation
5402,45919,Postphleb synd comp NEC,Postphlebetic syndrome with other complication
5403,4592,Compression of vein,Compression of vein
5404,45930,Chr venous hypr w/o comp,Chronic venous hypertension without complications
5405,45931,Chr venous hyper w ulcer,Chronic venous hypertension with ulcer
5406,45932,Chr venous hypr w inflam,Chronic venous hypertension with inflammation
5407,45933,Chr ven hyp w ulc&inflam,Chronic venous hypertension with ulcer and inflammation
5408,45939,Chr venous hyp comp NEC,Chronic venous hypertension with other complication
5409,45981,Venous insufficiency NOS,"Venous (peripheral) insufficiency, unspecified"
5410,45989,Circulatory disease NEC,Other specified disorders of circulatory system
5411,4599,Circulatory disease NOS,Unspecified circulatory system disorder
5412,460,Acute nasopharyngitis,Acute nasopharyngitis [common cold]
5413,4610,Ac maxillary sinusitis,Acute maxillary sinusitis
5414,4611,Ac frontal sinusitis,Acute frontal sinusitis
5415,4612,Ac ethmoidal sinusitis,Acute ethmoidal sinusitis
5416,4613,Ac sphenoidal sinusitis,Acute sphenoidal sinusitis
5417,4618,Other acute sinusitis,Other acute sinusitis
5418,4619,Acute sinusitis NOS,"Acute sinusitis, unspecified"
5419,462,Acute pharyngitis,Acute pharyngitis
5420,463,Acute tonsillitis,Acute tonsillitis
5421,46400,Ac laryngitis w/o obst,Acute laryngitis without mention of obstruction
5422,46401,Ac laryngitis w obstruct,Acute laryngitis with obstruction
5423,46410,Ac tracheitis no obstruc,Acute tracheitis without mention of obstruction
5424,46411,Ac tracheitis w obstruct,Acute tracheitis with obstruction
5425,46420,Ac laryngotrach no obstr,Acute laryngotracheitis without mention of obstruction
5426,46421,Ac laryngotrach w obstr,Acute laryngotracheitis with obstruction
5427,46430,Ac epiglottitis no obstr,Acute epiglottitis without mention of obstruction
5428,46431,Ac epiglottitis w obstr,Acute epiglottitis with obstruction
5429,4644,Croup,Croup
5430,46450,Supraglottis w/o obs NOS,"Supraglottitis unspecified, without obstruction"
5431,46451,Supraglottis w obstr NOS,"Supraglottitis unspecified, with obstruction"
5432,4650,Acute laryngopharyngitis,Acute laryngopharyngitis
5433,4658,Acute uri mult sites NEC,Acute upper respiratory infections of other multiple sites
5434,4659,Acute uri NOS,Acute upper respiratory infections of unspecified site
5435,4660,Acute bronchitis,Acute bronchitis
5436,46611,Acu broncholitis d/t RSV,Acute bronchiolitis due to respiratory syncytial virus (RSV)
5437,46619,Acu brnchlts d/t oth org,Acute bronchiolitis due to other infectious organisms
5438,470,Deviated nasal septum,Deviated nasal septum
5439,4710,Polyp of nasal cavity,Polyp of nasal cavity
5440,4711,Polypoid sinus degen,Polypoid sinus degeneration
5441,4718,Nasal sinus polyp NEC,Other polyp of sinus
5442,4719,Nasal polyp NOS,Unspecified nasal polyp
5443,4720,Chronic rhinitis,Chronic rhinitis
5444,4721,Chronic pharyngitis,Chronic pharyngitis
5445,4722,Chronic nasopharyngitis,Chronic nasopharyngitis
5446,4730,Chr maxillary sinusitis,Chronic maxillary sinusitis
5447,4731,Chr frontal sinusitis,Chronic frontal sinusitis
5448,4732,Chr ethmoidal sinusitis,Chronic ethmoidal sinusitis
5449,4733,Chr sphenoidal sinusitis,Chronic sphenoidal sinusitis
5450,4738,Chronic sinusitis NEC,Other chronic sinusitis
5451,4739,Chronic sinusitis NOS,Unspecified sinusitis (chronic)
5452,47400,Chronic tonsillitis,Chronic tonsillitis
5453,47401,Chronic adenoiditis,Chronic adenoiditis
5454,47402,Chronic tonsils&adenoids,Chronic tonsillitis and adenoiditis
5455,47410,Hypertrophy T and A,Hypertrophy of tonsil with adenoids
5456,47411,Hypertrophy tonsils,Hypertrophy of tonsils alone
5457,47412,Hypertrophy adenoids,Hypertrophy of adenoids alone
5458,4742,Adenoid vegetations,Adenoid vegetations
5459,4748,Chr T & A dis NEC,Other chronic disease of tonsils and adenoids
5460,4749,Chr T & A dis NOS,Unspecified chronic disease of tonsils and adenoids
5461,475,Peritonsillar abscess,Peritonsillar abscess
5462,4760,Chronic laryngitis,Chronic laryngitis
5463,4761,Chr laryngotracheitis,Chronic laryngotracheitis
5464,4770,Rhinitis due to pollen,Allergic rhinitis due to pollen
5465,4771,Allergic rhinitis-food,Allergic rhinitis due to food
5466,4772,Allerg rhinitis-cat/dog,Allergic rhinitis due to animal (cat) (dog) hair and dander
5467,4778,Allergic rhinitis NEC,Allergic rhinitis due to other allergen
5468,4779,Allergic rhinitis NOS,"Allergic rhinitis, cause unspecified"
5469,4780,Hypertrph nasal turbinat,Hypertrophy of nasal turbinates
5470,47811,Nasal mucositis (ulcer),Nasal mucositis (ulcerative)
5471,47819,Nasal & sinus dis NEC,Other disease of nasal cavity and sinuses
5472,47820,Disease of pharynx NOS,Unspecified disease of pharynx
5473,47821,Cellulitis of pharynx,Cellulitis of pharynx or nasopharynx
5474,47822,Parapharyngeal abscess,Parapharyngeal abscess
5475,47824,Retropharyngeal abscess,Retropharyngeal abscess
5476,47825,Edema pharynx/nasopharyx,Edema of pharynx or nasopharynx
5477,47826,Cyst pharynx/nasopharynx,Cyst of pharynx or nasopharynx
5478,47829,Disease of pharynx NEC,"Other diseases of pharynx, not elsewhere classified"
5479,47830,Vocal cord paralysis NOS,"Paralysis of vocal cords or larynx, unspecified"
5480,47831,Vocal paral unilat part,"Unilateral paralysis of vocal cords or larynx, partial"
5481,47832,Vocal paral unilat total,"Unilateral paralysis of vocal cords or larynx, complete"
5482,47833,Vocal paral bilat part,"Bilateral paralysis of vocal cords or larynx, partial"
5483,47834,Vocal paral bilat total,"Bilateral paralysis of vocal cords or larynx, complete"
5484,4784,Vocal cord/larynx polyp,Polyp of vocal cord or larynx
5485,4785,Vocal cord disease NEC,Other diseases of vocal cords
5486,4786,Edema of larynx,Edema of larynx
5487,47870,Disease of larynx NOS,Unspecified disease of larynx
5488,47871,Laryngeal cellulitis,Cellulitis and perichondritis of larynx
5489,47874,Stenosis of larynx,Stenosis of larynx
5490,47875,Laryngeal spasm,Laryngeal spasm
5491,47879,Disease of larynx NEC,"Other diseases of larynx, not elsewhere classified"
5492,4788,Urt hypersens react NOS,"Upper respiratory tract hypersensitivity reaction, site unspecified"
5493,4789,Upper resp dis NEC/NOS,Other and unspecified diseases of upper respiratory tract
5494,4800,Adenoviral pneumonia,Pneumonia due to adenovirus
5495,4801,Resp syncyt viral pneum,Pneumonia due to respiratory syncytial virus
5496,4802,Parinfluenza viral pneum,Pneumonia due to parainfluenza virus
5497,4803,Pneumonia due to SARS,Pneumonia due to SARS-associated coronavirus
5498,4808,Viral pneumonia NEC,Pneumonia due to other virus not elsewhere classified
5499,4809,Viral pneumonia NOS,"Viral pneumonia, unspecified"
5500,481,Pneumococcal pneumonia,Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia]
5501,4820,K. pneumoniae pneumonia,Pneumonia due to Klebsiella pneumoniae
5502,4821,Pseudomonal pneumonia,Pneumonia due to Pseudomonas
5503,4822,H.influenzae pneumonia,Pneumonia due to Hemophilus influenzae [H. influenzae]
5504,48230,Streptococcal pneumn NOS,"Pneumonia due to Streptococcus, unspecified"
5505,48231,Pneumonia strptococcus a,"Pneumonia due to Streptococcus, group A"
5506,48232,Pneumonia strptococcus b,"Pneumonia due to Streptococcus, group B"
5507,48239,Pneumonia oth strep,Pneumonia due to other Streptococcus
5508,48240,Staphylococcal pneu NOS,"Pneumonia due to Staphylococcus, unspecified"
5509,48241,Meth sus pneum d/t Staph,Methicillin susceptible pneumonia due to Staphylococcus aureus
5510,48242,Meth res pneu d/t Staph,Methicillin resistant pneumonia due to Staphylococcus aureus
5511,48249,Staph pneumonia NEC,Other Staphylococcus pneumonia
5512,48281,Pneumonia anaerobes,Pneumonia due to anaerobes
5513,48282,Pneumonia e coli,Pneumonia due to escherichia coli [E. coli]
5514,48283,Pneumo oth grm-neg bact,Pneumonia due to other gram-negative bacteria
5515,48284,Legionnaires' disease,Pneumonia due to Legionnaires' disease
5516,48289,Pneumonia oth spcf bact,Pneumonia due to other specified bacteria
5517,4829,Bacterial pneumonia NOS,"Bacterial pneumonia, unspecified"
5518,4830,Pneu mycplsm pneumoniae,Pneumonia due to mycoplasma pneumoniae
5519,4831,Pneumonia d/t chlamydia,Pneumonia due to chlamydia
5520,4838,Pneumon oth spec orgnsm,Pneumonia due to other specified organism
5521,4841,Pneum w cytomeg incl dis,Pneumonia in cytomegalic inclusion disease
5522,4843,Pneumonia in whoop cough,Pneumonia in whooping cough
5523,4845,Pneumonia in anthrax,Pneumonia in anthrax
5524,4846,Pneum in aspergillosis,Pneumonia in aspergillosis
5525,4847,Pneum in oth sys mycoses,Pneumonia in other systemic mycoses
5526,4848,Pneum in infect dis NEC,Pneumonia in other infectious diseases classified elsewhere
5527,485,Bronchopneumonia org NOS,"Bronchopneumonia, organism unspecified"
5528,486,"Pneumonia, organism NOS","Pneumonia, organism unspecified"
