row_id,itemid,label,fluid,category,loinc_code
477,51277,RDW,Blood,Hematology,788-0
478,51278,Red Blood Cell Fragments,Blood,Hematology,
479,51279,Red Blood Cells,Blood,Hematology,789-8
480,51280,Reptilase Time,Blood,Hematology,6683-7
481,51281,Reptilase Time Control,Blood,Hematology,
482,51282,"Reticulocyte Count, Absolute",Blood,Hematology,14196-0
483,51283,"Reticulocyte Count, Automated",Blood,Hematology,17849-1
484,51284,"Reticulocyte Count, Manual",Blood,Hematology,31112-6
485,51285,"Reticulocyte, Cellular Hemoglobin",Blood,Hematology,
486,51286,Ristocetin,Blood,Hematology,
487,51287,Schistocytes,Blood,Hematology,800-3
488,51288,Sedimentation Rate,Blood,Hematology,4537-7
489,51289,Serum Viscosity,Blood,Hematology,3128-6
490,51290,Sickle Cell Preparation,Blood,Hematology,6864-3
491,51291,Sickle Cells,Blood,Hematology,801-1
492,51292,Spherocytes,Blood,Hematology,802-9
493,51293,Sugar Water Test,Blood,Hematology,12260-6
494,51294,Target Cells,Blood,Hematology,10381-2
495,51295,TdT,Blood,Hematology,
496,51296,Teardrop Cells,Blood,Hematology,7791-7
497,51297,Thrombin,Blood,Hematology,3243-3
498,51298,Von Willebrand Factor Activity,Blood,Hematology,6014-5
499,51299,Von Willebrand Factor Antigen,Blood,Hematology,6012-9
500,51300,WBC Count,Blood,Hematology,26464-8
501,51301,White Blood Cells,Blood,Hematology,804-5
502,51302,Young Cells,Blood,Hematology,51633-6
503,51303,CD10,Bone Marrow,Hematology,51216-0
504,51304,CD103,Bone Marrow,Hematology,51221-0
505,51305,CD117,Bone Marrow,Hematology,42866-4
506,51306,CD11c,Bone Marrow,Hematology,33202-3
507,51307,CD13,Bone Marrow,Hematology,51237-6
508,51308,CD138,Bone Marrow,Hematology,
509,51309,CD14,Bone Marrow,Hematology,32507-6
510,51310,CD15,Bone Marrow,Hematology,51251-7
511,51311,CD16,Bone Marrow,Hematology,
512,51312,CD16/56,Bone Marrow,Hematology,51255-8
513,51313,CD19,Bone Marrow,Hematology,32525-8
514,51314,CD2,Bone Marrow,Hematology,32527-4
515,51315,CD20,Bone Marrow,Hematology,
516,51316,CD22,Bone Marrow,Hematology,
517,51317,CD23,Bone Marrow,Hematology,51268-1
518,51318,CD25,Bone Marrow,Hematology,
519,51319,CD3,Bone Marrow,Hematology,32529-0
520,51320,CD33,Bone Marrow,Hematology,51293-9
521,51321,CD34,Bone Marrow,Hematology,57400-4
522,51322,CD38,Bone Marrow,Hematology,
523,51323,CD4,Bone Marrow,Hematology,51301-0
524,51324,CD41,Bone Marrow,Hematology,51319-2
525,51325,CD45,Bone Marrow,Hematology,51340-8
526,51326,CD5,Bone Marrow,Hematology,35640-2
527,51327,CD55,Bone Marrow,Hematology,51344-0
528,51328,CD56,Bone Marrow,Hematology,
529,51329,CD57,Bone Marrow,Hematology,
530,51330,CD59,Bone Marrow,Hematology,51358-0
531,51331,CD64,Bone Marrow,Hematology,51365-5
532,51332,CD7,Bone Marrow,Hematology,35641-0
533,51333,CD71,Bone Marrow,Hematology,
534,51334,CD8,Bone Marrow,Hematology,51372-1
535,51335,FMC-7,Bone Marrow,Hematology,
536,51336,Glyco A,Bone Marrow,Hematology,33208-0
537,51337,HLA-DR,Bone Marrow,Hematology,51380-4
538,51338,Immunophenotyping,Bone Marrow,Hematology,
539,51339,Iron Stain,Bone Marrow,Hematology,13513-7
540,51340,Kappa,Bone Marrow,Hematology,
541,51341,Lambda,Bone Marrow,Hematology,
542,51342,Wright Giemsa,Bone Marrow,Hematology,10355-6
543,51343,Atypical Lymphocytes,Cerebrospinal Fluid (CSF),Hematology,30416-2
544,51344,Bands,Cerebrospinal Fluid (CSF),Hematology,26509-0
545,51345,Basophils,Cerebrospinal Fluid (CSF),Hematology,30374-3
546,51346,Blasts,Cerebrospinal Fluid (CSF),Hematology,26447-3
547,51347,Eosinophils,Cerebrospinal Fluid (CSF),Hematology,26451-5
548,51348,"Hematocrit, CSF",Cerebrospinal Fluid (CSF),Hematology,30398-2
549,51349,Hypersegmented Neutrophils,Cerebrospinal Fluid (CSF),Hematology,26506-6
550,51350,Immunophenotyping,Cerebrospinal Fluid (CSF),Hematology,
551,51351,Lymphs,Cerebrospinal Fluid (CSF),Hematology,26479-6
552,51352,Macrophage,Cerebrospinal Fluid (CSF),Hematology,30426-1
553,51353,Mesothelial cells,Cerebrospinal Fluid (CSF),Hematology,30429-5
554,51354,Metamyelocytes,Cerebrospinal Fluid (CSF),Hematology,30366-9
555,51355,Monocytes,Cerebrospinal Fluid (CSF),Hematology,26486-1
556,51356,Myelocytes,Cerebrospinal Fluid (CSF),Hematology,30447-7
557,51357,NRBC,Cerebrospinal Fluid (CSF),Hematology,48778-5
558,51358,Other,Cerebrospinal Fluid (CSF),Hematology,
559,51359,Plasma,Cerebrospinal Fluid (CSF),Hematology,47413-0
560,51360,Polys,Cerebrospinal Fluid (CSF),Hematology,26517-3
561,51361,Promyelocytes,Cerebrospinal Fluid (CSF),Hematology,
562,51362,"RBC, CSF",Cerebrospinal Fluid (CSF),Hematology,26454-9
563,51363,"WBC, CSF",Cerebrospinal Fluid (CSF),Hematology,26465-5
564,51364,Young,Cerebrospinal Fluid (CSF),Hematology,
565,51365,Atypical Lymphocytes,Joint Fluid,Hematology,33371-6
566,51366,Bands,Joint Fluid,Hematology,33361-7
567,51367,Basophils,Joint Fluid,Hematology,17833-5
568,51368,Eosinophils,Joint Fluid,Hematology,17834-3
569,51369,"Hematocrit, Joint Fluid",Joint Fluid,Hematology,
570,51370,"Joint Crystals, Birefringence",Joint Fluid,Hematology,
571,51371,"Joint Crystals, Comment",Joint Fluid,Hematology,
572,51372,"Joint Crystals, Location",Joint Fluid,Hematology,
573,51373,"Joint Crystals, Number",Joint Fluid,Hematology,
574,51374,"Joint Crystals, Shape",Joint Fluid,Hematology,
575,51375,Lymphocytes,Joint Fluid,Hematology,26483-8
576,51376,Macrophage,Joint Fluid,Hematology,33376-5
577,51377,Mesothelial Cells,Joint Fluid,Hematology,33365-8
578,51378,Metamyelocytes,Joint Fluid,Hematology,
579,51379,Monocytes,Joint Fluid,Hematology,17835-0
580,51380,NRBC,Joint Fluid,Hematology,48040-0
581,51381,Other,Joint Fluid,Hematology,
582,51382,Polys,Joint Fluid,Hematology,26522-3
583,51383,"RBC, Joint Fluid",Joint Fluid,Hematology,26458-0
584,51384,"WBC, Joint Fluid",Joint Fluid,Hematology,26469-7
585,51385,Atypical Lymphocytes,Other Body Fluid,Hematology,30417-0
586,51386,Bands,Other Body Fluid,Hematology,26510-8
587,51387,Basophils,Other Body Fluid,Hematology,28543-7
588,51388,CD10,Other Body Fluid,Hematology,51217-8
589,51389,CD103,Other Body Fluid,Hematology,
590,51390,CD117,Other Body Fluid,Hematology,42867-2
591,51391,CD11c,Other Body Fluid,Hematology,51232-7
592,51392,CD13,Other Body Fluid,Hematology,51238-4
593,51393,CD138,Other Body Fluid,Hematology,42871-4
594,51394,CD14,Other Body Fluid,Hematology,51248-3
595,51395,CD15,Other Body Fluid,Hematology,51252-5
596,51396,CD16,Other Body Fluid,Hematology,
597,51397,CD16/56,Other Body Fluid,Hematology,18268-3
598,51398,CD19,Other Body Fluid,Hematology,17829-3
599,51399,CD2,Other Body Fluid,Hematology,17827-7
600,51400,CD20,Other Body Fluid,Hematology,57418-6
601,51401,CD22,Other Body Fluid,Hematology,42875-5
602,51402,CD23,Other Body Fluid,Hematology,51269-9
603,51403,CD25,Other Body Fluid,Hematology,
604,51404,CD3,Other Body Fluid,Hematology,17826-9
605,51405,CD33,Other Body Fluid,Hematology,51294-7
606,51406,CD34,Other Body Fluid,Hematology,
607,51407,CD38,Other Body Fluid,Hematology,51299-6
608,51408,CD4,Other Body Fluid,Hematology,17822-8
609,51409,CD4/CD8 Ratio,Other Body Fluid,Hematology,18266-7
610,51410,CD41,Other Body Fluid,Hematology,51320-0
611,51411,CD45,Other Body Fluid,Hematology,17823-6
612,51412,CD5,Other Body Fluid,Hematology,57423-6
613,51413,CD56,Other Body Fluid,Hematology,57424-4
614,51414,CD57,Other Body Fluid,Hematology,
615,51415,CD64,Other Body Fluid,Hematology,51366-3
616,51416,CD7,Other Body Fluid,Hematology,57425-1
617,51417,CD71,Other Body Fluid,Hematology,57426-9
618,51418,CD8,Other Body Fluid,Hematology,17824-4
619,51419,Eosinophils,Other Body Fluid,Hematology,26452-3
620,51420,FMC-7,Other Body Fluid,Hematology,57428-5
621,51421,Glyco A,Other Body Fluid,Hematology,57430-1
622,51422,"Hematocrit, Other Fluid",Other Body Fluid,Hematology,11153-4
623,51423,HLA-DR,Other Body Fluid,Hematology,51381-2
624,51424,Immunophenotyping,Other Body Fluid,Hematology,
625,51425,Kappa,Other Body Fluid,Hematology,
626,51426,Lambda,Other Body Fluid,Hematology,
627,51427,Lymphocytes,Other Body Fluid,Hematology,11031-2
628,51428,Macrophage,Other Body Fluid,Hematology,12230-9
629,51429,Mesothelial cells,Other Body Fluid,Hematology,28544-5
630,51430,Metamyelocytes,Other Body Fluid,Hematology,17801-2
631,51431,Monos,Other Body Fluid,Hematology,10330-9
632,51432,Myelocytes,Other Body Fluid,Hematology,17800-4
633,51433,NRBC,Other Body Fluid,Hematology,
634,51434,Other Cell,Other Body Fluid,Hematology,
635,51435,Plasma,Other Body Fluid,Hematology,17803-8
636,51436,Polys,Other Body Fluid,Hematology,26518-1
637,51437,Promyelocytes,Other Body Fluid,Hematology,17799-8
638,51438,"RBC, Other Fluid",Other Body Fluid,Hematology,26455-6
639,51439,"WBC, Other Fluid",Other Body Fluid,Hematology,26466-3
640,51440,Atypical Lymphocytes,Pleural,Hematology,33370-8
641,51441,Bands,Pleural,Hematology,
642,51442,Basophils,Pleural,Hematology,35070-2
643,51443,Blasts,Pleural,Hematology,
644,51444,Eosinophils,Pleural,Hematology,30379-2
645,51445,"Hematocrit, Pleural",Pleural,Hematology,
646,51446,Lymphocytes,Pleural,Hematology,26481-2
647,51447,Macrophages,Pleural,Hematology,40520-9
648,51448,Mesothelial Cells,Pleural,Hematology,30431-1
649,51449,Metamyelocytes,Pleural,Hematology,
650,51450,Monos,Pleural,Hematology,33362-5
651,51451,Myelocytes,Pleural,Hematology,
652,51452,NRBC,Pleural,Hematology,
653,51453,Other,Pleural,Hematology,
654,51454,Plasma Cells,Pleural,Hematology,40522-5
655,51455,Polys,Pleural,Hematology,26519-9
656,51456,Promyelocytes,Pleural,Hematology,
657,51457,"RBC, Pleural",Pleural,Hematology,26456-4
658,51458,"WBC, Pleural",Pleural,Hematology,26467-1
659,51459,Young Cells,Pleural,Hematology,
660,51460,"Blood, Occult",Stool,Hematology,2335-8
661,51461,Ammonium Biurate,Urine,Hematology,12454-5
662,51462,Amorphous Crystals,Urine,Hematology,8246-1
663,51463,Bacteria,Urine,Hematology,5769-5
664,51464,Bilirubin,Urine,Hematology,5770-3
665,51465,Bilirubin Crystals,Urine,Hematology,5771-1
666,51466,Blood,Urine,Hematology,5794-3
667,51467,Broad Casts,Urine,Hematology,18487-9
668,51468,Calcium Carbonate Crystals,Urine,Hematology,5773-7
669,51469,Calcium Oxalate Crystals,Urine,Hematology,5774-5
670,51470,Calcium Phosphate Crystals,Urine,Hematology,5775-2
671,51471,Cellular Cast,Urine,Hematology,
672,51472,Cholesterol Crystals,Urine,Hematology,5777-8
673,51473,Cysteine Crystals,Urine,Hematology,5782-8
674,51474,Eosinophils,Urine,Hematology,25156-1
675,51475,Epithelial Casts,Urine,Hematology,
676,51476,Epithelial Cells,Urine,Hematology,5787-7
677,51477,Free Fat,Urine,Hematology,53359-6
678,51478,Glucose,Urine,Hematology,5792-7
679,51479,Granular Casts,Urine,Hematology,5793-5
680,51480,Hematocrit,Urine,Hematology,17809-5
681,51481,Hemosiderin,Urine,Hematology,4644-1
682,51482,Hyaline Casts,Urine,Hematology,5796-8
683,51483,Hyphenated Yeast,Urine,Hematology,41865-7
684,51484,Ketone,Urine,Hematology,5797-6
685,51485,Leucine Crystals,Urine,Hematology,5798-4
686,51486,Leukocytes,Urine,Hematology,5799-2
687,51487,Nitrite,Urine,Hematology,5802-4
688,51488,Non-squamous Epithelial Cells,Urine,Hematology,41284-1
689,51489,NonSquamous Epithelial Cell,Urine,Hematology,41284-1
690,51490,Oval Fat Body,Urine,Hematology,
691,51491,pH,Urine,Hematology,5803-2
692,51492,Protein,Urine,Hematology,5804-0
693,51493,RBC,Urine,Hematology,5808-1
694,51494,RBC Casts,Urine,Hematology,5807-3
695,51495,RBC Clumps,Urine,Hematology,
696,51496,"Reducing Substances, Urine",Urine,Hematology,
697,51497,Renal Epithelial Cells,Urine,Hematology,26052-1
698,51498,Specific Gravity,Urine,Hematology,5811-5
699,51499,Sperm,Urine,Hematology,8248-7
700,51500,Sulfonamides,Urine,Hematology,5812-3
701,51501,Transitional Epithelial Cells,Urine,Hematology,30089-7
702,51502,Trichomonas,Urine,Hematology,32724-7
703,51503,Triple Phosphate Crystals,Urine,Hematology,5814-9
704,51504,Tyrosine Crystals,Urine,Hematology,5815-6
705,51505,Uric Acid Crystals,Urine,Hematology,5817-2
706,51506,Urine Appearance,Urine,Hematology,5767-9
707,51507,"Urine Casts, Other",Urine,Hematology,9842-6
708,51508,Urine Color,Urine,Hematology,5778-6
709,51509,Urine Comments,Urine,Hematology,
710,51510,"Urine Crystals, Other",Urine,Hematology,5783-6
711,51511,Urine Fat Bodies,Urine,Hematology,2272-3
712,51512,Urine Mucous,Urine,Hematology,8247-9
713,51513,Urine Specimen Type,Urine,Hematology,19159-3
714,51514,Urobilinogen,Urine,Hematology,5818-0
715,51515,Waxy Casts,Urine,Hematology,5819-8
716,51516,WBC,Urine,Hematology,5821-4
717,51517,WBC Casts,Urine,Hematology,5820-6
718,51518,WBC Clumps,Urine,Hematology,
719,51519,Yeast,Urine,Hematology,5822-2
720,51520,ANTI-MC,BLOOD,CHEMISTRY,32042-4
721,51521,"ACID PHOSPHATASE, PROSTATIC",BLOOD,CHEMISTRY,
722,51522,PG,OTHER BODY FLUID,CHEMISTRY,48785-0
723,51523,GR HOLD,URINE,CHEMISTRY,
724,51524,FATTY,URINE,HEMATOLOGY,5789-3
725,51525,Billed,BLOOD,CHEMISTRY,
726,51526,FRUCAMN+,BLOOD,CHEMISTRY,
727,51527,MS-DIA,BLOOD,CHEMISTRY,
728,51528,STDY HOLD,BLOOD,CHEMISTRY,
729,51529,Estimated Actual Glucose,BLOOD,CHEMISTRY,
730,51530,AF-AFP,OTHER BODY FLUID,CHEMISTRY,
731,51531,STDYURINE,URINE,CHEMISTRY,
732,51532,PLASMGN,BLOOD,HEMATOLOGY,
733,51533,WBCP,BLOOD,HEMATOLOGY,
734,51534,MYELOS,JOINT FLUID,HEMATOLOGY,
735,51535,CD55,OTHER BODY FLUID,HEMATOLOGY,
736,51536,CD59,OTHER BODY FLUID,HEMATOLOGY,
737,51537,TDT,OTHER BODY FLUID,HEMATOLOGY,
738,51540,PROBLEM SPECIMEN,BLOOD,CHEMISTRY,
739,51541,PROBLEM SPECIMEN,BLOOD,HEMATOLOGY,
740,51542,PROBLEM SPECIMEN,URINE,HEMATOLOGY,
741,51543,VOIDED SPECIMEN,BLOOD,CHEMISTRY,
742,51544,VOIDED SPECIMEN,OTHER BODY FLUID,BLOOD GAS,
743,51545,VOIDED SPECIMEN,BLOOD,BLOOD GAS,
744,51546,VOIDED SPECIMEN,CSF,CHEMISTRY,
745,51547,VOIDED SPECIMEN,OTHER BODY FLUID,CHEMISTRY,
746,51548,VOIDED SPECIMEN,URINE,HEMATOLOGY,
747,51549,VOIDED SPECIMEN,ASCITES,CHEMISTRY,
748,51550,VOIDED SPECIMEN,BLOOD,HEMATOLOGY,
749,51551,VOIDED SPECIMEN,OTHER BODY FLUID,HEMATOLOGY,
750,51552,VOIDED SPECIMEN,STOOL,CHEMISTRY,
751,51553,VOIDED SPECIMEN,URINE,CHEMISTRY,
752,51554,VOIDED SPECIMEN,JOINT FLUID,HEMATOLOGY,
753,51555,SURFACTANT ALBUMIN RATIO,OTHER BODY FLUID,CHEMISTRY,
