row_id,itemid,label,abbreviation,dbsource,linksto,category,unitname,param_type,conceptid
2054,5962,Spironolactone,,carevue,chartevents,,,,
2055,5963,ceftaxime,,carevue,chartevents,,,,
2056,5964,Autopeep,,carevue,chartevents,,,,
2057,5965,Vitamin A injections,,carevue,chartevents,,,,
2058,5966,Continuous EEG q1hr,,carevue,chartevents,,,,
2059,5967,PROM,,carevue,chartevents,,,,
2060,5968,AF fistula T/B,,carevue,chartevents,,,,
2061,5969,IV infiltrate,,carevue,chartevents,,,,
2062,5970,"LYTES, BILI",,carevue,chartevents,,,,
2063,5971,"LYTES,BILI",,carevue,chartevents,,,,
2064,5972,fetal heartrate,,carevue,chartevents,,,,
2065,5973,R hand infiltrate,,carevue,chartevents,,,,
2066,5974,Nitric Dioxide,,carevue,chartevents,,,,
2067,5975,O2% on INOvent,,carevue,chartevents,,,,
2068,5976,lab draw,,carevue,chartevents,,,,
2069,5977,labs drawn,,carevue,chartevents,,,,
2070,5978,qtc,,carevue,chartevents,,,,
2071,5979,NITRIOUS OXIDE,,carevue,chartevents,,,,
2072,5980,INO TANK PRESS,,carevue,chartevents,,,,
2073,5981,L FEM ART BP,,carevue,chartevents,,,,
2074,5982,Triple antibx oint.,,carevue,chartevents,,,,
2075,5983,Fungal Blood cx,,carevue,chartevents,,,,
2076,5984,TSH NML(0.27-4.2),,carevue,chartevents,,,,
2077,5986,AV fistula bruit,,carevue,chartevents,,,,
2078,5987,Abd drsg change,,carevue,chartevents,,,,
2079,5988,AV Fistula Thrill,,carevue,chartevents,,,,
2080,5989,Right heel drsg chae,,carevue,chartevents,,,,
2081,5991,CVL,,carevue,chartevents,,,,
2082,5992,Surgical site,,carevue,chartevents,,,,
2083,5993,Peak exp flow rate,,carevue,chartevents,,,,
2084,5994,Hi min vol,,carevue,chartevents,,,,
2085,5995,Peak flow post tx.,,carevue,chartevents,,,,
2086,5996,T discon,,carevue,chartevents,,,,
2087,5997,HEPA FILTER,,carevue,chartevents,,,,
2088,5998,meds,,carevue,chartevents,,,,
2089,5999,prone/supine,,carevue,chartevents,,,,
2090,6000,HIGH MIN VOL.,,carevue,chartevents,,,,
2091,6001,Rebound bili,,carevue,chartevents,,,,
2092,6002,Desitin prn,,carevue,chartevents,,,,
2093,6003,ph level,,carevue,chartevents,,,,
2094,5260,BROVIAC DSG,,carevue,chartevents,,,,
2095,5261,Fentanyl Bolus,,carevue,chartevents,,,,
2096,5262,Lytes,,carevue,chartevents,,,,
2097,5263,STOMA,,carevue,chartevents,,,,
2098,5265,Hepflush,,carevue,chartevents,,,,
2099,5273,Erythropoetin,,carevue,chartevents,,,,
2100,5280,flowrate cc's,,carevue,chartevents,,,,
2101,5281,oral nystatin,,carevue,chartevents,,,,
2102,5282,propanolol,,carevue,chartevents,,,,
2103,5283,glycerin sliver,,carevue,chartevents,,,,
2104,5285,Cord Drg.,,carevue,chartevents,,,,
2105,5289,cefotaxine,,carevue,chartevents,,,,
2106,5292,Propranolol,,carevue,chartevents,,,,
2107,5293,Aquafor,,carevue,chartevents,,,,
2108,5301,180 degree rotation,,carevue,chartevents,,,,
2109,5309,180 degree turn,,carevue,chartevents,,,,
2110,5311,Chest tube,,carevue,chartevents,,,,
2111,5316,CLONIS,,carevue,chartevents,,,,
2112,5320,flowrate cc/min,,carevue,chartevents,,,,
2113,5321,ns bolus,,carevue,chartevents,,,,
2114,5325,Hernia,,carevue,chartevents,,,,
2115,5329,Dopamine,,carevue,chartevents,,,,
2116,5333,saline flush,,carevue,chartevents,,,,
2117,5340,Glycerine supp,,carevue,chartevents,,,,
2118,5343,KPhosphate,,carevue,chartevents,,,,
2119,5346,atropine drops,,carevue,chartevents,,,,
2120,5347,tobradex oint,,carevue,chartevents,,,,
2121,5353,type and coombs,,carevue,chartevents,,,,
2122,5356,Dexamethasone eye ds,,carevue,chartevents,,,,
2123,5361,Combivent Puffs,,carevue,chartevents,,,,
2124,5374,position rotated 180,,carevue,chartevents,,,,
2125,5380,piperacillin-tazbac,,carevue,chartevents,,,,
2126,5384,OP site,,carevue,chartevents,,,,
2127,5386,penrose drain area,,carevue,chartevents,,,,
2128,5387,chesttube site,,carevue,chartevents,,,,
2129,5388,incision,,carevue,chartevents,,,,
2130,5391,ligation incision,,carevue,chartevents,,,,
2131,5392,D10W bolus,,carevue,chartevents,,,,
2132,5394,stoma,,carevue,chartevents,,,,
2133,5395,Beclamethasone,,carevue,chartevents,,,,
2134,5396,ferrous sulfate,,carevue,chartevents,,,,
2135,5401,Gentamycin gtts OU,,carevue,chartevents,,,,
2136,5404,CAFFEINE LOAD,,carevue,chartevents,,,,
2137,5410,Post ductal sat,,carevue,chartevents,,,,
2138,5412,healed penrose site,,carevue,chartevents,,,,
2139,5413,Ativan,,carevue,chartevents,,,,
2140,5421,Abdominal xray,,carevue,chartevents,,,,
2141,5431,CBG,,carevue,chartevents,,,,
2142,5434,"lytes,bili",,carevue,chartevents,,,,
2143,5435,mupirocin ointment,,carevue,chartevents,,,,
2144,5439,Miconazole pwdr,,carevue,chartevents,,,,
2145,5441,mupricin,,carevue,chartevents,,,,
2146,5442,pic line placement,,carevue,chartevents,,,,
2147,5450,Nystatin oint,,carevue,chartevents,,,,
2148,5453,mitrazol powder,,carevue,chartevents,,,,
2149,5455,Lactation Consult,,carevue,chartevents,,,,
2150,5456,Chest Tube,,carevue,chartevents,,,,
2151,5461,phenylephrine drops,,carevue,chartevents,,,,
2152,5462,Tobradex eye ung,,carevue,chartevents,,,,
2153,5464,Fentanyl bolus,,carevue,chartevents,,,,
2154,5468,PIC line placement,,carevue,chartevents,,,,
2155,5469,lytes and bili,,carevue,chartevents,,,,
2156,5470,Pneumogram,,carevue,chartevents,,,,
2157,5473,op. site,,carevue,chartevents,,,,
2158,5478,Gentamycin oint,,carevue,chartevents,,,,
2159,5483,bili level,,carevue,chartevents,,,,
2160,5485,Vit A,,carevue,chartevents,,,,
2161,5486,NYSTATIN ORAL,,carevue,chartevents,,,,
2162,5487,NYSTATIN POWDER,,carevue,chartevents,,,,
2163,5492,Vitamin A,,carevue,chartevents,,,,
2164,5500,vit a,,carevue,chartevents,,,,
2165,5501,O2 sat probe change,,carevue,chartevents,,,,
2166,5502,R ankle,,carevue,chartevents,,,,
2167,5503,L nare,,carevue,chartevents,,,,
2168,5505,O2 sat probe site,,carevue,chartevents,,,,
2169,5507,laceration,,carevue,chartevents,,,,
2170,5513,hydrocyle,,carevue,chartevents,,,,
2171,5515,Na supps,,carevue,chartevents,,,,
2172,5521,Hyperoxia,,carevue,chartevents,,,,
2173,5523,Amoxacillin,,carevue,chartevents,,,,
2174,5527,Bacitracin nose oint,,carevue,chartevents,,,,
2175,5528,Dexamethasone nasal,,carevue,chartevents,,,,
2176,5541,Heparin flush 10u/cc,,carevue,chartevents,,,,
2177,5543,BILI,,carevue,chartevents,,,,
2178,5545,Vit A IM,,carevue,chartevents,,,,
2179,5548,Dressing change,,carevue,chartevents,,,,
2180,5554,zzzzuent Press mmHg,,carevue,chartevents,,,,
2181,5555,waffle boots bil,,carevue,chartevents,,,,
2182,5556,TPA mg/hr,,carevue,chartevents,,,,
2183,5557,peri pad,,carevue,chartevents,,,,
2184,5558,HI/Minute/VOl,,carevue,chartevents,,,,
2185,5559,Peak flow Pred,,carevue,chartevents,,,,
2186,5560,Coccyx drsg change,,carevue,chartevents,,,,
2187,5561,INEXSUFF,,carevue,chartevents,,,,
2188,5562,Breath Sounds,,carevue,chartevents,,,,
2189,5563,HIGH MINUTE VOLUMER,,carevue,chartevents,,,,
2190,5564,bed alarms,,carevue,chartevents,,,,
2191,5565,Isuprel,,carevue,chartevents,,,,
2192,5566,posey,,carevue,chartevents,,,,
2193,5575,Tank pressure,,carevue,chartevents,,,,
2194,5576,Ti,,carevue,chartevents,,,,
2195,5577,acytylcisteine,,carevue,chartevents,,,,
2196,5579,Nitric [PSIG],,carevue,chartevents,,,,
2197,5581,T-Low,,carevue,chartevents,,,,
2198,5582,p-high,,carevue,chartevents,,,,
2199,5584,t-high,,carevue,chartevents,,,,
2200,5585,MINUTE VOL. HIGH,,carevue,chartevents,,,,
2201,5587,CYCLOSPORIN --MG/HR,,carevue,chartevents,,,,
2202,5588,cyclosporin 3mg/hr,,carevue,chartevents,,,,
2203,5590,warm pack to LUE,,carevue,chartevents,,,,
2204,5592,MMV rate,,carevue,chartevents,,,,
2205,5593,MMV tidal volume,,carevue,chartevents,,,,
2206,5595,factor ten,,carevue,chartevents,,,,
2207,5596,INTRATHECAL,,carevue,chartevents,,,,
2208,5600,L fem art bp,,carevue,chartevents,,,,
2209,4169,EDC,,carevue,chartevents,,,,
2210,4171,Time,,carevue,chartevents,,,,
2211,4175,Admit Reason,,carevue,chartevents,,,,
2212,4180,Current Level,,carevue,chartevents,,,,
2213,4181,Highest Level,,carevue,chartevents,,,,
2214,4183,Birthweight (kg),,carevue,chartevents,,,,
2215,4184,Apgar      1 min,,carevue,chartevents,,,,
2216,4185,5 min,,carevue,chartevents,,,,
2217,4186,10 min,,carevue,chartevents,,,,
2218,4187,Length Calc Inches,,carevue,chartevents,,,,
2219,4188,Length in cm,,carevue,chartevents,,,,
2220,4189,Sucrose,,carevue,chartevents,,,,
2221,4191,zzzgth   Calc   (cm),,carevue,chartevents,,,,
2222,4192,zzzzth in Centimeter,,carevue,chartevents,,,,
2223,4193,ABG Chloride,,carevue,chartevents,ABG's,,,
2224,4194,ABG Potassium,,carevue,chartevents,ABG'S,,,
2225,4195,ABG Sodium,,carevue,chartevents,ABG'S,,,
2226,4196,Base Excess (cap),,carevue,chartevents,Other ABGs,,,
2227,4197,RBC(3.6-6.2),,carevue,chartevents,Heme/Coag,,,
2228,4198,Retic count (.0-1.5),,carevue,chartevents,Heme/Coag,,,
2229,4199,TCO2 (cap),,carevue,chartevents,Other ABGs,,,
2230,4200,WBC 4.0-11.0,,carevue,chartevents,Heme/Coag,,,
2231,4201,pCO2 (cap),,carevue,chartevents,Other ABGs,,,
2232,4202,pH (cap),,carevue,chartevents,Other ABGs,,,
2233,4203,pO2 (cap),,carevue,chartevents,Other ABGs,,,
2234,4204,CIRC CARE,,carevue,chartevents,,,,
2235,4208,Bath + Shampoo,,carevue,chartevents,,,,
2236,4209,eye exam,,carevue,chartevents,,,,
2237,4210,Glycerine Suppos.,,carevue,chartevents,,,,
2238,4212,HEPARIN FLUSH,,carevue,chartevents,,,,
2239,4213,Pressure Transducer,,carevue,chartevents,,,,
2240,4214,acycloviv,,carevue,chartevents,,,,
2241,4215,cefotaxime,,carevue,chartevents,,,,
2242,4217,Hep Flush,,carevue,chartevents,,,,
2243,4218,miconozole powder,,carevue,chartevents,,,,
2244,4219,Lasix,,carevue,chartevents,,,,
2245,4220,ceftazidime,,carevue,chartevents,,,,
2246,4223,Bacitracin ointment,,carevue,chartevents,,,,
2247,4225,Heparin flush,,carevue,chartevents,,,,
2248,4227,lytes,,carevue,chartevents,,,,
2249,4228,circumcision site,,carevue,chartevents,,,,
2250,4230,Eye exam,,carevue,chartevents,,,,
2251,4231,NaCl,,carevue,chartevents,,,,
2252,4234,nystatin oral suspen,,carevue,chartevents,,,,
2253,4235,Aquaphor,,carevue,chartevents,,,,
2254,4236,DESITIN,,carevue,chartevents,,,,
2255,4237,Glycerin supp,,carevue,chartevents,,,,
2256,4238,Eye Exam,,carevue,chartevents,,,,
2257,4239,Caffeine bolus,,carevue,chartevents,,,,
2258,4240,glycerine,,carevue,chartevents,,,,
2259,4241,polyvisol,,carevue,chartevents,,,,
2260,4243,glycerin supp,,carevue,chartevents,,,,
2261,4244,tobradex ointment,,carevue,chartevents,,,,
2262,4246,Combivent puffs,,carevue,chartevents,,,,
2263,4247,KCL supps,,carevue,chartevents,,,,
2264,4248,Hydrocele:,,carevue,chartevents,,,,
2265,4249,IPV,,carevue,chartevents,,,,
2266,4250,Poly Vi Sol,,carevue,chartevents,,,,
2267,4251,glycerine supp,,carevue,chartevents,,,,
2268,4252,Acyclovir,,carevue,chartevents,,,,
2269,4254,Broviac Dsg:,,carevue,chartevents,,,,
2270,4256,Cefotaxime,,carevue,chartevents,,,,
2271,4262,Neuro consult,,carevue,chartevents,,,,
2272,4263,PICC,,carevue,chartevents,,,,
2273,4264,Shunt Site,,carevue,chartevents,,,,
2274,4266,abdomen dsg.,,carevue,chartevents,,,,
2275,4267,heparin flush,,carevue,chartevents,,,,
2276,4268,left head dsg.,,carevue,chartevents,,,,
2277,4271,Prune juice,,carevue,chartevents,,,,
2278,4272,Ranitidine,,carevue,chartevents,,,,
2279,4273,Zantac,,carevue,chartevents,,,,
2280,4278,Caffeine Bolus,,carevue,chartevents,,,,
2281,4279,Hep flush,,carevue,chartevents,,,,
2282,4281,Polyvisol,,carevue,chartevents,,,,
2283,4282,Bath:,,carevue,chartevents,,,,
2284,4285,Broviac site/dsg,,carevue,chartevents,,,,
2285,4286,NONNUTRITIVE SUCKING,,carevue,chartevents,,,,
2286,4289,Baptism,,carevue,chartevents,,,,
2287,4291,Fosphenytoin,,carevue,chartevents,,,,
2288,4292,artificial tears,,carevue,chartevents,,,,
2289,7854,R leg(cast)cap refil,,carevue,chartevents,,,,
2290,7856,bruit,,carevue,chartevents,,,,
2291,7858,gent opthalmic,,carevue,chartevents,,,,
2292,7861,EEG/Cont,,carevue,chartevents,,,,
2293,7862,Nephrostomy Tube LLQ,,carevue,chartevents,,,,
2294,7863,Mag Sulfate    mg/hr,,carevue,chartevents,,,,
2295,7865,mag sulfate gm/hr,,carevue,chartevents,,,,
2296,7869,PERCUSSION,,carevue,chartevents,,,,
2297,7871,elemental calcium,,carevue,chartevents,,,,
2298,7875,umbi hrenia,,carevue,chartevents,,,,
2299,7882,L leg perfusion,,carevue,chartevents,,,,
2300,7884,RR,,carevue,chartevents,,,,
2301,7885,Glucagon infusion,,carevue,chartevents,,,,
2302,7887,Hand perfusion,,carevue,chartevents,,,,
2303,7888,gentamycin opthalmic,,carevue,chartevents,,,,
2304,7890,nystatin oint.,,carevue,chartevents,,,,
2305,7892,ecmp pump flow,,carevue,chartevents,,,,
2306,7896,teeth brushed,,carevue,chartevents,,,,
2307,7901,T Disconnect,,carevue,chartevents,,,,
2308,7902,OPIUM SOL'N.,,carevue,chartevents,,,,
2309,7903,Exercises,,carevue,chartevents,,,,
2310,7907,bed roation,,carevue,chartevents,,,,
2311,7908,T-disconnect,,carevue,chartevents,,,,
2312,7909,VAP mouth,,carevue,chartevents,,,,
2313,7910,Post Ductal Sat,,carevue,chartevents,,,,
2314,7911,Pre ductal Sat,,carevue,chartevents,,,,
2315,7914,Insulin Guideline,,carevue,chartevents,,,,
2316,7915,Pt./Family Informed,,carevue,chartevents,,,,
2317,7919,Tdisconnect,,carevue,chartevents,,,,
2318,7920,humalog insulin pump,,carevue,chartevents,,,,
2319,7921,Brush Teeth,,carevue,chartevents,,,,
2320,7924,Bacitracin oint.,,carevue,chartevents,,,,
2321,7925,thumb pulse checks,,carevue,chartevents,,,,
2322,7928,glucagon mg/hr,,carevue,chartevents,,,,
2323,7934,nystatin S&S,,carevue,chartevents,,,,
2324,7936,Aquaphour,,carevue,chartevents,,,,
2325,7940,Xylocaine 2% Jelly,,carevue,chartevents,,,,
2326,7943,Sigh pressr/rate,,carevue,chartevents,,,,
2327,7947,"Splint off,skin chk",,carevue,chartevents,,,,
2328,7948,30mmol NAPHOS,,carevue,chartevents,,,,
2329,7949,Calcium for CVVH,,carevue,chartevents,,,,
2330,7951,gt site,,carevue,chartevents,,,,
2331,7953,Right groin,,carevue,chartevents,,,,
2332,7954,CSM of left toes,,carevue,chartevents,,,,
2333,7955,CSM of right toes,,carevue,chartevents,,,,
2334,7958,Amiodorone mg/hr,,carevue,chartevents,,,,
2335,7961,T-DISCONNECT,,carevue,chartevents,,,,
2336,7965,methhemoglobin,,carevue,chartevents,,,,
2337,7966,pleural fluid pH,,carevue,chartevents,,,,
2338,7967,vacuum assist,,carevue,chartevents,,,,
2339,7968,DRIVE P.,,carevue,chartevents,,,,
2340,7969,ATC size,,carevue,chartevents,,,,
2341,7973,adductor pillow,,carevue,chartevents,,,,
2342,7976,mucous fistula L,,carevue,chartevents,,,,
2343,7981,G tube dsg,,carevue,chartevents,,,,
2344,7982,Bivona secured at 8,,carevue,chartevents,,,,
2345,7983,Hydrocele,,carevue,chartevents,,,,
2346,7985,Orapred,,carevue,chartevents,,,,
2347,7988,Inhaled Nitric Oxide,,carevue,chartevents,,,,
2348,7992,Stomahesive Powder,,carevue,chartevents,,,,
2349,7998,Versed mg/kg/hr,,carevue,chartevents,,,,
2350,8000,Mucamyst,,carevue,chartevents,,,,
2351,8001,Flolan ng/kg/min,,carevue,chartevents,,,,
2352,8010,multivitamins,,carevue,chartevents,,,,
2353,8011,chest binder,,carevue,chartevents,,,,
2354,8014,T-discon,,carevue,chartevents,,,,
2355,8019,cefixime,,carevue,chartevents,,,,
2356,8021,AutoRotation,,carevue,chartevents,,,,
2357,8025,Panpropazole mg/hr,,carevue,chartevents,,,,
2358,8026,Ilex oint,,carevue,chartevents,,,,
2359,8027,ted stocking,,carevue,chartevents,,,,
2360,8028,PROTONIX MG/H,,carevue,chartevents,,,,
2361,8031,KETAMINE 200mgm/50ML,,carevue,chartevents,,,,
2362,8033,NC,,carevue,chartevents,,,,
2363,8034,Criticaid/Powder,,carevue,chartevents,,,,
2364,8035,MultiPodus Boot,,carevue,chartevents,,,,
2365,8037,Ketamine 100mg/50ml,,carevue,chartevents,,,,
2366,8042,Immodium,,carevue,chartevents,,,,
2367,8044,HeliOx press,,carevue,chartevents,,,,
2368,8048,C.O.,,carevue,chartevents,,,,
2369,8053,SIGH PEEP LEVEL,,carevue,chartevents,,,,
2370,8054,deistin,,carevue,chartevents,,,,
2371,8058,bed percussion,,carevue,chartevents,,,,
2372,8059,TANK PRES NO,,carevue,chartevents,,,,
2373,8060,High NO2,,carevue,chartevents,,,,
2374,8061,low NO,,carevue,chartevents,,,,
2375,8065,Brace,,carevue,chartevents,,,,
2376,8067,HIGH NO2,,carevue,chartevents,,,,
2377,8069,protonix 80mg/250ml,,carevue,chartevents,,,,
2378,8070,dexamethasone gtts,,carevue,chartevents,,,,
2379,8071,mist tent,,carevue,chartevents,,,,
2380,8072,Abd. incision,,carevue,chartevents,,,,
2381,8074,pantoprazole80/250,,carevue,chartevents,,,,
2382,8078,gentmycin eye oint,,carevue,chartevents,,,,
2383,8080,CT site,,carevue,chartevents,,,,
2384,8083,proning via bed.,,carevue,chartevents,,,,
2385,8084,PDA surg site,,carevue,chartevents,,,,
2386,8087,sigh rate,,carevue,chartevents,,,,
2387,8093,Neonatal opium sol.,,carevue,chartevents,,,,
2388,8099,dPaw,,carevue,chartevents,,,,
2389,8100,dPes,,carevue,chartevents,,,,
2390,8101,esoph press,,carevue,chartevents,,,,
2391,8103,surgical incision,,carevue,chartevents,,,,
2392,8104,NAS,,carevue,chartevents,,,,
2393,8107,Mammary Support Bra,,carevue,chartevents,,,,
2394,8109,broviac dsg,,carevue,chartevents,,,,
2395,8113,Resp. Rate,,carevue,chartevents,,,,
2396,8115,Lt hernia repair,,carevue,chartevents,,,,
2397,8120,JP DRAIN,,carevue,chartevents,,,,
2398,8125,triple antibio. oint,,carevue,chartevents,,,,
2399,8126,Thrill,,carevue,chartevents,,,,
2400,8128,permanent pacer,,carevue,chartevents,,,,
2401,8129,r arm fistula,,carevue,chartevents,,,,
2402,8133,R ear,,carevue,chartevents,,,,
2403,8134,Tank press,,carevue,chartevents,,,,
2404,8137,preauricular tag,,carevue,chartevents,,,,
2405,8138,Trach Sx Color,,carevue,chartevents,,,,
2406,8139,Trach Sx Quantity,,carevue,chartevents,,,,
2407,8140,Trach Sx Quality,,carevue,chartevents,,,,
2408,8141,chest dressing,,carevue,chartevents,,,,
2409,8144,Apical Pulse,,carevue,chartevents,,,,
2410,8146,R VAC/L VAC,,carevue,chartevents,,,,
2411,8147,broviac,,carevue,chartevents,,,,
2412,8148,Zidovudine/AZT,,carevue,chartevents,,,,
2413,8149,pedi ngt,,carevue,chartevents,,,,
2414,8152,T.disconnect,,carevue,chartevents,,,,
2415,6004,fundus check,,carevue,chartevents,,,,
2416,6005,Security Guard,,carevue,chartevents,,,,
2417,6006,peripad,,carevue,chartevents,,,,
2418,6007,badbath,,carevue,chartevents,,,,
2419,6008,SPUTUM INDUCTION,,carevue,chartevents,,,,
2420,6009,pictures taken,,carevue,chartevents,,,,
2421,6010,P-Lo,,carevue,chartevents,,,,
2422,6011,P Hi,,carevue,chartevents,,,,
2423,6012,T-Hi,,carevue,chartevents,,,,
2424,6013,T-Lo,,carevue,chartevents,,,,
2425,6014,PHENYFREE (1.0-2.0),,carevue,chartevents,,,,
2426,6015,Triple abx.,,carevue,chartevents,,,,
2427,6016,Neo Bili,,carevue,chartevents,,,,
2428,6017,metabolic labs,,carevue,chartevents,,,,
2429,6018,PIC line placed,,carevue,chartevents,,,,
2430,6019,Left arm Edema,,carevue,chartevents,,,,
2431,6020,gent peak/trough,,carevue,chartevents,,,,
2432,6021,(R) nephrostomy,,carevue,chartevents,,,,
2433,6022,Critic Aide,,carevue,chartevents,,,,
2434,6023,AV FISTULA,,carevue,chartevents,,,,
2435,6024,venous o2 sat,,carevue,chartevents,,,,
2436,6025,Mineral oil,,carevue,chartevents,,,,
2437,6026,NECKJP/DRAINAGE/SITE,,carevue,chartevents,,,,
2438,6027,thrush,,carevue,chartevents,,,,
2439,6028,abdominal girth,,carevue,chartevents,,,,
2440,6029,uac/uvc placement,,carevue,chartevents,,,,
2441,6030,Face,,carevue,chartevents,,,,
2442,6031,PADS/NECK INCISION.,,carevue,chartevents,,,,
2443,6032,TRACH CUFF TAKENDOWN,,carevue,chartevents,,,,
2444,6033,wound care,,carevue,chartevents,,,,
2445,6034,EPOGEN,,carevue,chartevents,,,,
2446,6035,Urinalysis sent,,carevue,chartevents,,,,
2447,6036,Blocked tear duct,,carevue,chartevents,,,,
2448,6037,ilex,,carevue,chartevents,,,,
2449,6038,Pediarix vaccine,,carevue,chartevents,,,,
2450,6039,Bath.,,carevue,chartevents,,,,
2451,6041,hi Ve,,carevue,chartevents,,,,
2452,6042,VIDALYN,,carevue,chartevents,,,,
2453,6043,surface cultures,,carevue,chartevents,,,,
2454,6044,Trn of 4,,carevue,chartevents,,,,
2455,6045,1-10 ML 20% MUCOMYST,,carevue,chartevents,,,,
2456,6046,Gentamicin ointment,,carevue,chartevents,,,,
2457,6047,Hi insp press,,carevue,chartevents,,,,
2458,6048,right armpit,,carevue,chartevents,,,,
2459,6049,pediarix,,carevue,chartevents,,,,
2460,6050,Pediarix Vaccination,,carevue,chartevents,,,,
2461,6051,Pediarix,,carevue,chartevents,,,,
2462,6052,"Neonatal bili, lytes",,carevue,chartevents,,,,
2463,6053,Hep flush 10U/CC,,carevue,chartevents,,,,
2464,6054,Neonatal bili,,carevue,chartevents,,,,
2465,6055,Peg Care,,carevue,chartevents,,,,
2466,6056,right fem sheath,,carevue,chartevents,,,,
2467,6057,Triple Antbx Oint,,carevue,chartevents,,,,
2468,6058,uric acid,,carevue,chartevents,,,,
2469,6060,Bipap mask,,carevue,chartevents,,,,
2470,6061,Sucrose H20,,carevue,chartevents,,,,
2471,6062,J-tube,,carevue,chartevents,,,,
2472,6063,P insp.,,carevue,chartevents,,,,
2473,6064,ORL Exam,,carevue,chartevents,,,,
2474,6065,High minute Volume,,carevue,chartevents,,,,
2475,6066,Chest tube DSG,,carevue,chartevents,,,,
2476,6067,Neonatal Bili & Lyts,,carevue,chartevents,,,,
2477,6068,dtap-hepb-ipv comb.,,carevue,chartevents,,,,
2478,6069,Suprapubic cath site,,carevue,chartevents,,,,
2479,6070,Full Skeletal X-Ray,,carevue,chartevents,,,,
2480,6071,Hep B Imm Globulin,,carevue,chartevents,,,,
2481,6072,vision fields,,carevue,chartevents,,,,
2482,6073,MV HI,,carevue,chartevents,,,,
2483,6074,NEONATAL BILI,,carevue,chartevents,,,,
2484,6075,Hep Flush 10U/cc,,carevue,chartevents,,,,
2485,6076,Flowrate,,carevue,chartevents,,,,
2486,6078,MV,,carevue,chartevents,,,,
2487,6079,Mitrazole powder,,carevue,chartevents,,,,
2488,6081,straight cath,,carevue,chartevents,,,,
2489,6082,Spinal Scan,,carevue,chartevents,,,,
2490,6083,OGT Placement,,carevue,chartevents,,,,
2491,6084,TRACH SITE,,carevue,chartevents,,,,
2492,6085,caffeine Bolus,,carevue,chartevents,,,,
2493,6086,Micro-Neb tx,,carevue,chartevents,,,,
2494,6087,PMV Trial,,carevue,chartevents,,,,
2495,6088,circumcission,,carevue,chartevents,,,,
2496,6090,neosynepherin,,carevue,chartevents,,,,
2497,6091,leg dressings,,carevue,chartevents,,,,
2498,6092,Sclerea edema,,carevue,chartevents,,,,
2499,6093,enema,,carevue,chartevents,,,,
2500,6094,line placement,,carevue,chartevents,,,,
2501,6095,INO,,carevue,chartevents,,,,
2502,6096,MV-HI,,carevue,chartevents,,,,
2503,6097,suprapubic cath,,carevue,chartevents,,,,
2504,6098,Bacitracin topical,,carevue,chartevents,,,,
2505,6099,P-HI,,carevue,chartevents,,,,
2506,6100,P-LO,,carevue,chartevents,,,,
2507,6101,T-HI,,carevue,chartevents,,,,
2508,6102,T-LO,,carevue,chartevents,,,,
2509,6103,vit A,,carevue,chartevents,,,,
2510,6104,Chromosomal study,,carevue,chartevents,,,,
2511,6105,High PIP,,carevue,chartevents,,,,
2512,6106,High RR,,carevue,chartevents,,,,
2513,6107,Low Pressure,,carevue,chartevents,,,,
2514,6108,u/s of left arm/neck,,carevue,chartevents,,,,
2515,6109,EEG run,,carevue,chartevents,,,,
2516,6110,xygris,,carevue,chartevents,,,,
2517,6111,prednisone,,carevue,chartevents,,,,
2518,6112,left vent drain,,carevue,chartevents,,,,
2519,6113,sacral ultrasound,,carevue,chartevents,,,,
2520,6114,LUMBAR DRAIN,,carevue,chartevents,,,,
2521,6115,high/min /vent,,carevue,chartevents,,,,
2522,6116,Aveeno bath,,carevue,chartevents,,,,
2523,6117,wound drsg changes,,carevue,chartevents,,,,
2524,6118,NYSTATIN OINTMENT,,carevue,chartevents,,,,
2525,6119,caffeine load,,carevue,chartevents,,,,
2526,6120,IV Lasix,,carevue,chartevents,,,,
2527,6121,Miconazole,,carevue,chartevents,,,,
2528,6122,PRE OP PREP,,carevue,chartevents,,,,
2529,6123,Mag sulfate,,carevue,chartevents,,,,
2530,6124,R fem art line,,carevue,chartevents,,,,
2531,6125,L thigh circumferenc,,carevue,chartevents,,,,
2532,6126,HI press,,carevue,chartevents,,,,
2533,6127,LO Press,,carevue,chartevents,,,,
2534,6128,time High,,carevue,chartevents,,,,
2535,6129,time Lo,,carevue,chartevents,,,,
2536,6130,Hi min vent,,carevue,chartevents,,,,
2537,6131,CHEST PERCUSSOR T,,carevue,chartevents,,,,
2538,6132,Calcium  gluconate,,carevue,chartevents,,,,
2539,6133,Magnesium Sulfate,,carevue,chartevents,,,,
2540,6134,esoph balloon,,carevue,chartevents,,,,
2541,6135,Ptp exp,,carevue,chartevents,,,,
2542,6137,PEG site,,carevue,chartevents,,,,
2543,6142,derm consult,,carevue,chartevents,,,,
2544,6143,Lacrilube Ointment,,carevue,chartevents,,,,
2545,6144,ABD BINDR/THIGH HI'S,,carevue,chartevents,,,,
2546,6145,Fem Art BP,,carevue,chartevents,,,,
2547,6146,sodium bicarbonate,,carevue,chartevents,,,,
2548,6147,APNEA INT.,,carevue,chartevents,,,,
2549,6148,Valproic acid,,carevue,chartevents,,,,
2550,6149,PeCO2,,carevue,chartevents,,,,
2551,6150,GT care,,carevue,chartevents,,,,
2552,6151,TRACHEOSTOMY CARE,,carevue,chartevents,,,,
